Date,Open,High,Low,Close,Volume
2024-10-28 00:00:00+00:00,176.63,179.8,172.45,178.29,3877330.221
2024-10-29 00:00:00+00:00,178.28,183.38,176.41,179.42,4046109.939
2024-10-30 00:00:00+00:00,179.43,181.36,173.01,174.87,2893112.751
2024-10-31 00:00:00+00:00,174.87,176.56,167.56,168.69,2661529.298
2024-11-01 00:00:00+00:00,168.69,174.0,163.43,166.1,3325662.447
2024-11-02 00:00:00+00:00,166.11,168.61,162.11,166.17,1603273.603
2024-11-03 00:00:00+00:00,166.16,166.61,157.82,162.53,2745309.829
2024-11-04 00:00:00+00:00,162.52,165.04,155.11,157.95,3019251.325
2024-11-05 00:00:00+00:00,157.95,169.3,156.86,166.62,3438156.871
2024-11-06 00:00:00+00:00,166.63,190.01,166.4,186.59,10385235.992
2024-11-07 00:00:00+00:00,186.59,197.84,185.84,196.35,4210329.82
2024-11-08 00:00:00+00:00,196.36,205.0,195.64,199.85,5129244.188
2024-11-09 00:00:00+00:00,199.86,203.45,194.86,199.89,2833304.996
2024-11-10 00:00:00+00:00,199.89,215.27,198.68,210.07,7968628.23
2024-11-11 00:00:00+00:00,210.07,224.0,204.16,222.13,8935306.968
2024-11-12 00:00:00+00:00,222.12,225.21,204.71,211.64,9001990.659
2024-11-13 00:00:00+00:00,211.63,220.44,200.67,215.13,10834052.799
2024-11-14 00:00:00+00:00,215.14,222.8,206.78,209.57,7458523.708
2024-11-15 00:00:00+00:00,209.57,220.5,204.48,218.45,5271091.924
2024-11-16 00:00:00+00:00,218.44,221.99,213.35,215.71,4204469.3
2024-11-17 00:00:00+00:00,215.72,242.33,212.1,237.47,8433424.204
2024-11-18 00:00:00+00:00,237.47,248.44,234.01,239.79,7485850.361
2024-11-19 00:00:00+00:00,239.79,247.5,233.4,237.63,5595613.402
2024-11-20 00:00:00+00:00,237.64,242.54,230.37,235.48,5472203.476
2024-11-21 00:00:00+00:00,235.48,259.8,229.6,256.37,8595939.994
2024-11-22 00:00:00+00:00,256.38,264.39,251.47,256.9,5155181.905
2024-11-23 00:00:00+00:00,256.9,264.0,252.69,254.89,4836783.227
2024-11-24 00:00:00+00:00,254.9,259.78,240.93,252.73,3665245.812
2024-11-25 00:00:00+00:00,252.74,256.7,231.21,234.18,4699636.317
2024-11-26 00:00:00+00:00,234.18,239.66,221.8,230.69,5012621.456
2024-11-27 00:00:00+00:00,230.69,243.33,227.51,241.96,3807284.297
2024-11-28 00:00:00+00:00,241.96,245.28,232.8,237.59,2694033.06
2024-11-29 00:00:00+00:00,237.58,246.77,236.55,243.33,2890806.079
2024-11-30 00:00:00+00:00,243.33,245.4,237.5,237.6,2279256.816
2024-12-01 00:00:00+00:00,237.6,239.89,234.1,236.8,2435872.954
2024-12-02 00:00:00+00:00,236.79,238.2,220.0,225.72,5868060.275
2024-12-03 00:00:00+00:00,225.73,239.6,215.0,233.92,6918604.728
2024-12-04 00:00:00+00:00,233.92,241.0,224.67,229.15,4966864.205
2024-12-05 00:00:00+00:00,229.15,244.77,222.95,235.84,7391549.993
2024-12-06 00:00:00+00:00,235.84,247.0,230.92,236.87,5136553.827
2024-12-07 00:00:00+00:00,236.87,243.61,234.12,238.14,2933621.438
2024-12-08 00:00:00+00:00,238.14,241.51,233.22,237.02,2222837.551
2024-12-09 00:00:00+00:00,237.02,237.28,203.0,216.63,7391583.708
2024-12-10 00:00:00+00:00,216.62,221.06,203.21,213.6,7018707.73
2024-12-11 00:00:00+00:00,213.6,230.65,211.51,227.29,4688484.808
2024-12-12 00:00:00+00:00,227.29,234.69,225.67,226.96,3559104.067
2024-12-13 00:00:00+00:00,226.95,228.44,220.6,224.79,2889526.771
2024-12-14 00:00:00+00:00,224.79,227.51,215.13,219.93,2155654.471
2024-12-15 00:00:00+00:00,219.94,225.5,215.68,224.27,2130908.009
2024-12-16 00:00:00+00:00,224.26,227.56,213.26,216.19,3863409.201
2024-12-17 00:00:00+00:00,216.19,228.95,211.36,223.15,5177736.748
2024-12-18 00:00:00+00:00,223.16,226.04,204.8,206.53,5565926.563
2024-12-19 00:00:00+00:00,206.53,212.14,187.0,193.81,7402649.886
2024-12-20 00:00:00+00:00,193.82,199.81,175.26,194.48,9793383.668
2024-12-21 00:00:00+00:00,194.48,201.98,178.3,181.45,5243572.617
2024-12-22 00:00:00+00:00,181.46,187.87,176.88,180.52,3573368.972
2024-12-23 00:00:00+00:00,180.53,193.48,176.48,190.11,4217664.03
2024-12-24 00:00:00+00:00,190.12,199.0,186.13,197.09,2709577.672
2024-12-25 00:00:00+00:00,197.09,201.85,195.0,197.44,1958644.487
2024-12-26 00:00:00+00:00,197.45,199.71,186.54,188.46,2045566.1
2024-12-27 00:00:00+00:00,188.46,194.39,182.74,184.22,1946509.645
2024-12-28 00:00:00+00:00,184.22,196.1,183.82,195.5,1494847.867
2024-12-29 00:00:00+00:00,195.5,197.71,188.57,189.94,1560190.019
2024-12-30 00:00:00+00:00,189.94,196.47,185.89,191.38,2415985.488
2024-12-31 00:00:00+00:00,191.37,199.27,188.04,189.31,2461978.262
2025-01-01 00:00:00+00:00,189.31,195.33,188.0,194.28,1655160.102
2025-01-02 00:00:00+00:00,194.28,210.48,193.43,208.31,3224923.982
2025-01-03 00:00:00+00:00,208.3,219.83,205.63,217.99,3251086.556
2025-01-04 00:00:00+00:00,218.0,218.18,213.54,216.67,1943711.39
