symbol,buy_trades,sell_trades,profit,pnl,budget,total_fee,cash_end,active_positions,grid_space
BTC,1,1,0.5923187367776137,0.6452225072273166,70,0.14066298171849895,71.04397449183674,0,0.6425271176873636
BNB,12,12,9.447146961908118,11.081213596431152,70,1.690297444406309,87.20399647940992,0,0.7999692719458252
ETH,17,17,16.229204177061376,19.75966790891927,70,2.3974366408178893,100.06097171330487,0,1.0783925435474178
SOL,18,18,17.216287826086955,20.968275776397455,70,2.538494782608732,101.89408086956517,0,1.3129803189093123
